date,close,ema
2019-08-23,211.4,222.74190629975504
2019-08-26,215.0,221.33428697252646
2019-08-27,214.08,220.01532570479407
2019-08-28,215.59,219.210721031195
2019-08-29,221.71,219.66513538915962
2019-08-30,225.61,220.74601986385798
2019-09-03,225.01,221.52128897952022
2019-09-04,220.68,221.36832734688016
2019-09-05,229.58,222.8613587383566
2019-09-06,227.45,223.69565714956457
2019-09-09,231.79,225.1673558496438
2019-09-10,235.54,227.05329114970863
2019-09-11,247.1,230.69814730430718
2019-09-12,245.87,233.45666597625143
2019-09-13,245.2,235.59181761693304
2019-09-16,242.81,236.90421441385433
2019-09-17,244.79,238.3379936113354
2019-09-18,243.49,239.27472204563807
2019-09-19,246.6,240.60659076461295
2019-09-20,240.62,240.60902880741057
2019-09-23,241.23,240.72193266060864
2019-09-24,223.21,237.53794490413432
2019-09-25,228.7,235.93104583065536
2019-09-26,242.56,237.13631022508167
2019-09-27,242.13,238.04425382052136
2019-09-30,240.87,238.55802585315385
2019-10-01,244.69,239.67293024348953
2019-10-02,243.13,240.30148838103685
2019-10-03,233.03,238.97939958448467
2019-10-04,231.43,237.6067814782147
2019-10-07,237.72,237.62736666399385
2019-10-08,240.05,238.06784545235857
2019-10-09,244.53,239.24278264283885
2019-10-10,244.74,240.24227670777722
2019-10-11,247.89,241.6327718518177
2019-10-14,256.96,244.41954060603268
2019-10-15,257.89,246.86871504129942
2019-10-16,259.75,249.21076685197224
2019-10-17,261.97,251.53062742434093
2019-10-18,256.95,252.51596789264258
2019-10-21,253.5,252.69488282125303
2019-10-22,255.58,253.2194495810252
2019-10-23,254.68,253.485004202657
2019-10-24,299.68,261.8840943476285
2019-10-25,328.13,273.9288044662415
2019-10-28,327.71,283.7072036541976
2019-10-29,316.22,289.6186211716162
2019-10-30,315.01,294.2352355040496
2019-10-31,314.92,297.99610177604063
2019-11-01,313.31,300.7804469076696
2019-11-04,317.47,303.81491110627513
2019-11-05,317.22,306.2521999960433
2019-11-06,326.58,309.94816363312634
2019-11-07,335.54,314.60122479073976
2019-11-08,337.14,318.69918391969617
2019-11-11,345.09,323.49751411611504
2019-11-12,349.93,328.3034206404578
2019-11-13,346.11,331.5409805240109
2019-11-14,349.35,334.7789840650998
2019-11-15,352.17,337.94098696235443
2019-11-18,349.99,340.1317166055627
2019-11-19,359.52,343.6568590409149
2019-11-20,352.22,345.21379376074856
2019-11-21,354.83,346.9621948951579
2019-11-22,333.04,344.4308867324019
2019-11-25,336.34,342.95981641741974
2019-11-26,328.92,340.40712252334345
2019-11-27,331.29,338.74946388273554
2019-11-29,329.94,337.1477431767836
2019-12-02,334.87,336.73360805373204
2019-12-03,336.2,336.63658840759894
2019-12-04,333.03,335.98084506076276
2019-12-05,330.37,334.9606914133513
2019-12-06,335.89,335.12965661092375
2019-12-09,339.53,335.9297190453012
2019-12-10,348.84,338.27704285524646
2019-12-11,352.7,340.8993986997471
2019-12-12,359.68,344.31405348161127
2019-12-13,358.39,346.87331648495467
2019-12-16,381.5,353.16907712405384
2019-12-17,378.99,357.8637903742259
2019-12-18,393.15,364.2794648516394
2019-12-19,404.04,371.5086530604322
2019-12-20,405.59,377.70526159489907
2019-12-23,419.22,385.253395850372
2019-12-24,425.25,392.52550569575885
2019-12-26,430.94,399.5099592056209
2019-12-27,430.38,405.122693895508
2019-12-30,414.7,406.8640222781429
2019-12-31,418.33,408.94874550029874
2020-01-02,430.26,412.82351904569896
2020-01-03,443.01,418.3119701282992
2020-01-06,451.54,424.3534301049721
2020-01-07,469.06,432.48189735861354
2020-01-08,492.14,443.3288251115929
2020-01-09,481.34,450.23994781857596
2020-01-10,478.15,455.31450276065306
2020-01-13,524.86,467.95913862235255
2020-01-14,537.92,480.67929523647035
2020-01-15,518.5,487.55578701165757
2020-01-16,513.49,492.2710984640835
2020-01-17,510.5,495.5854441978865
2020-01-21,547.2,504.96990888917986
2020-01-22,569.56,516.7135618184199
2020-01-23,572.2,526.8020051241618
2020-01-24,564.82,533.7143678288597
2020-01-27,558.02,538.133573678158
2020-01-28,566.9,543.363833009402
2020-01-29,580.99,550.2049542804198
2020-01-30,640.81,566.6785989567071
2020-01-31,650.57,581.9315809645786
2020-02-03,780.0,617.9440207892007
2020-02-04,887.06,666.874198827528
2020-02-04,887.06,706.9079808588865
2020-02-04,887.06,666.874198827528
2020-02-04,887.06,706.9079808588865
2020-02-05,734.7,711.9610752481798
2020-02-06,748.96,718.6881524757835
2020-02-07,748.07,724.0303065710956
2020-02-10,771.28,732.6211599218055
2020-02-11,774.38,740.2136762996591
2020-02-12,767.29,745.1366442451758
2020-02-13,804.0,755.8390725642348
2020-02-14,800.03,763.8737866434648
2020-02-18,858.4,781.0603708901075
2020-02-19,917.42,805.8530307282697
2020-02-20,899.41,822.8633887776751
2020-02-21,901.0,837.0700453635524
2020-02-24,833.79,836.4736734792701
2020-02-25,799.91,829.8257328466756
2020-02-26,778.8,820.5483268745527
2020-02-27,679.0,794.8122674428158
2020-02-28,667.99,771.7536733623039
2020-03-02,743.62,766.6384600237033
2020-03-03,745.51,762.7969218375754
2020-03-04,749.5,760.3792996852891
2020-03-05,724.54,753.8630633788729
2020-03-06,703.48,744.7025064008959
2020-03-09,608.0,719.8475052370966
2020-03-10,645.33,706.2988679212608
2020-03-11,634.23,693.1954373901225
2020-03-12,560.55,669.0780851373728
2020-03-13,546.62,646.8129787487595
2020-03-16,445.07,610.132437158076
2020-03-17,430.2,577.4174485838803
2020-03-18,361.22,538.1088215686293
2020-03-19,427.64,518.0235812834239
2020-03-20,427.53,501.5702028682559
2020-03-23,434.29,489.33743871039115
2020-03-24,505.0,492.18517712668364
2020-03-25,539.25,500.74241764910477
2020-03-26,528.16,505.72743262199475
2020-03-27,514.36,507.29699032708663
2020-03-30,502.13,506.3575375403436
2020-03-31,524.0,509.5652579875539
2020-04-01,481.56,504.4733928989077
2020-04-02,454.47,495.3818669172881
2020-04-03,480.01,492.58698202323563
2020-04-06,516.24,496.8875307462837
2020-04-07,545.45,505.71707061059584
2020-04-08,548.84,513.5576032268511
2020-04-09,573.0,524.36531173106
2020-04-13,650.95,547.38070959814
2020-04-14,709.89,576.9278533075691
2020-04-15,729.83,604.7282436152838
2020-04-16,745.21,630.2703811397776
2020-04-17,753.89,652.7466754779998
2020-04-20,746.36,669.7672799365454
2020-04-21,686.72,672.8495926753553
2020-04-22,732.11,683.6242121889271
2020-04-23,705.63,687.6252645182132
2020-04-24,725.15,694.4479436967199
2020-04-27,798.75,713.4119539336799
2020-04-28,769.12,723.5406895821018
2020-04-29,800.51,737.5351096580832
2020-04-30,781.88,745.5978169929772
2020-05-01,701.32,737.547304812436
2020-05-04,761.19,741.8459766647203
2020-05-05,768.21,746.639435452953
2020-05-06,782.58,753.174083552416
2020-05-07,780.04,758.058795633795
2020-05-08,819.42,769.2153782458322
2020-05-11,811.29,776.8653094738627
2020-05-12,809.41,782.7825259331605
2020-05-13,790.96,784.2693393998586
2020-05-14,803.33,787.7349140544299
2020-05-14,803.33,790.5703842263516
2020-05-14,803.33,787.7349140544299
2020-05-14,803.33,790.5703842263516
2020-05-15,799.17,792.1339507306513
2020-05-18,813.63,796.0423233250784
2020-05-19,808.01,798.2182645387005
2020-05-20,815.56,801.3713073498459
2020-05-21,827.6,806.1401605589649
2020-05-22,816.88,808.0928586391531
2020-05-26,818.87,810.0523388865797
2020-05-27,820.23,811.9028227253834
2020-05-28,805.81,810.7950367753137
2020-05-29,835.0,815.195939179802
2020-06-01,898.1,830.2694047834744
2020-06-02,881.56,839.5949675501155
2020-06-03,882.96,847.4795189046399
2020-06-04,864.38,850.5523336492507
2020-06-05,885.66,856.9355457130233
2020-06-08,949.92,873.8418101288372
2020-06-09,940.67,885.9923901054123
2020-06-10,1025.05,911.2755919044282
2020-06-11,972.84,922.4691206490776
2020-06-12,935.28,924.7983714401543
2020-06-15,990.9,936.8168493601262
2020-06-16,982.13,945.0556040219215
2020-06-17,991.79,953.5527669270266
2020-06-18,1003.96,962.71771839484
2020-06-19,1000.9,969.6599514139599
2020-06-22,994.32,974.1435966114217
2020-06-23,1001.78,979.1683972275267
2020-06-24,960.85,975.8377795497946
2020-06-25,985.98,977.6818196316502
2020-06-26,959.74,974.4196706077137
2020-06-29,1009.35,980.7706395881295
2020-06-30,1079.81,998.7777960266513
2020-07-01,1119.63,1020.7509240218056
2020-07-02,1208.66,1054.9162105632954
2020-07-06,1371.58,1112.4914450063327
2020-07-07,1389.86,1162.9220913688175
2020-07-08,1365.88,1199.82352930176
2020-07-09,1394.28,1235.1792512468944
2020-07-10,1544.65,1291.4466601110955
2020-07-13,1497.06,1328.8309037272602
2020-07-14,1516.8,1363.0071030495765
2020-07-15,1546.01,1396.2803570405626
2020-07-16,1500.64,1415.254837578642
2020-07-17,1500.84,1430.8157762007072
2020-07-20,1643.0,1469.394725982397
2020-07-21,1568.36,1487.3884121674157
2020-07-22,1592.33,1506.4687008642495
2020-07-23,1513.07,1507.6689370707495
2020-07-24,1417.0,1491.1836757851588
2020-07-27,1539.6,1499.986643824221
2020-07-28,1476.49,1495.7145267652718
2020-07-29,1499.11,1496.3318855352222
2020-07-30,1487.49,1494.7242699833637
2020-07-31,1430.76,1483.0944027136613
2020-08-03,1485.0,1483.440874947541
2020-08-04,1487.0,1484.0879885934426
2020-08-05,1485.02,1484.2574452128167
2020-08-06,1489.58,1485.22518244685
2020-08-07,1452.71,1479.3133310928774
2020-08-10,1418.57,1468.2690890759905
2020-08-11,1374.39,1451.2001637894468
2020-08-12,1554.76,1470.0292249186384
2020-08-13,1621.0,1497.478456751613
2020-08-14,1650.71,1525.3387373422288
2020-08-17,1835.64,1581.7571487345508
2020-08-18,1887.09,1637.272212600996
2020-08-19,1878.53,1681.1372648553606
2020-08-20,2001.83,1739.4450348816586
2020-08-21,2049.98,1795.9059376304479
